,title,year,month,genre,duration,country,language,budget,total_gross,net_income,critic_reviews,user_reviews,metascore,meta_hit
65876,Magic Mike XXL,2015,9,"Comedy, Drama, Music",115,USA,English,14800000,117813057,103013057,238.0,143.0,60.0,0
65921,A Perfect Man,2013,10,"Drama, Romance",95,USA,English,5000000,14147,-4985853,9.0,8.0,31.0,0
65946,Alla ricerca di Dory,2016,9,"Animation, Adventure, Comedy",97,USA,"English, Indonesian",200000000,1028570889,828570889,449.0,434.0,77.0,1
65956,Natale all'improvviso,2015,11,"Comedy, Fantasy, Romance",107,USA,English,17000000,42426912,25426912,111.0,108.0,31.0,0
65975,Muppets 2 - Ricercati,2014,3,"Adventure, Comedy, Crime",107,USA,"English, German",50000000,80383113,30383113,282.0,125.0,61.0,0
66049,The Canyons,2013,11,"Drama, Thriller",99,USA,English,250000,270185,20185,170.0,101.0,36.0,0
66050,Americons,2015,1,"Action, Biography, Crime",89,USA,English,1250000,28782,-1221218,5.0,2.0,25.0,0
66053,Minions,2015,8,"Animation, Adventure, Comedy",91,USA,"English, Spanish",74000000,1159443129,1085443129,340.0,356.0,56.0,0
66055,22 Jump Street,2014,7,"Action, Comedy, Crime",112,USA,English,50000000,331333876,281333876,349.0,354.0,71.0,0
66062,Frozen - Il regno di ghiaccio,2013,12,"Animation, Adventure, Comedy",102,USA,"English, Norwegian",150000000,1280803353,1130803353,443.0,1123.0,75.0,1
66076,Falcon Rising,2014,11,"Action, Adventure, Crime",103,USA,English,4500000,267476,-4232524,37.0,58.0,49.0,0
66098,Free the Nipple,2014,12,"Comedy, Drama",78,USA,English,937000,4198,-932802,16.0,19.0,33.0,0
66132,Attacco al potere - Olympus Has Fallen,2013,4,"Action, Thriller",119,USA,"English, Korean",70000000,170270201,100270201,387.0,798.0,41.0,0
66140,23 Blast,2014,10,"Drama, Family, Sport",98,USA,English,1000000,549185,-450815,15.0,6.0,45.0,0
66149,Wild,2014,3,"Biography, Drama",115,USA,English,15000000,52501541,37501541,366.0,315.0,76.0,1
66176,The Gallows - L'esecuzione,2015,8,"Horror, Mystery, Sci-Fi",81,USA,English,100000,42964410,42864410,174.0,181.0,30.0,0
66204,Homefront,2013,11,"Action, Crime, Thriller",100,USA,English,22000000,48449416,26449416,217.0,197.0,40.0,0
66248,Un amore senza fine,2014,6,"Drama, Romance",104,USA,English,20000000,34718173,14718173,101.0,81.0,30.0,0
66254,Hell Baby,2013,3,"Comedy, Horror",98,USA,English,2500000,8785,-2491215,76.0,60.0,41.0,0
66291,Cinquanta sfumature di grigio,2015,2,"Drama, Romance, Thriller",125,USA,English,40000000,569651467,529651467,404.0,1551.0,46.0,0
66334,The Identical,2014,9,"Drama, Music",107,USA,English,16000000,2840991,-13159009,38.0,76.0,25.0,0
66420,Prossima fermata Fruitvale Station,2013,3,"Biography, Crime, Drama",85,USA,"English, Spanish",900000,17385830,16485830,328.0,201.0,85.0,1
66425,Fottute!,2017,9,"Action, Adventure, Comedy",90,USA,"English, Spanish",42000000,60845711,18845711,162.0,317.0,45.0,0
66426,Blue Jasmine,2013,12,Drama,98,USA,English,18000000,99104804,81104804,446.0,460.0,78.0,1
66427,Sotto assedio - White House Down,2013,9,"Action, Drama, Thriller",131,USA,English,150000000,205366737,55366737,355.0,509.0,52.0,0
66504,Parkland,2013,10,"Drama, History, Mystery",93,USA,English,10000000,1412181,-8587819,143.0,109.0,51.0,0
66525,Mississippi Grind,2015,8,"Comedy, Drama",108,USA,English,6000000,422746,-5577254,130.0,76.0,77.0,1
66568,A piedi nudi,2014,9,"Comedy, Drama, Romance",90,USA,English,6000000,15071,-5984929,28.0,76.0,22.0,0
66588,Rio 2 - Missione Amazzonia,2014,4,"Animation, Adventure, Comedy",101,USA,"English, Portuguese",103000000,498781117,395781117,167.0,116.0,49.0,0
66608,Affare fatto,2015,5,"Comedy, Drama",91,USA,English,35000000,14431253,-20568747,98.0,119.0,32.0,0
66613,Last Ounce of Courage,2012,9,"Drama, War",101,USA,English,1200000,3329674,2129674,10.0,95.0,11.0,0
66638,La legge della notte,2016,3,"Action, Crime, Drama",129,USA,"English, Spanish",108000000,22678555,-85321445,303.0,162.0,49.0,0
66639,Lo stagista inaspettato,2015,10,"Comedy, Drama",121,USA,English,35000000,194564672,159564672,267.0,492.0,51.0,0
66675,Runner Runner,2013,10,"Crime, Thriller",88,USA,"English, Spanish",30000000,62675095,32675095,188.0,106.0,36.0,0
66677,The Disappointments Room,2016,9,"Drama, Horror, Thriller",91,USA,English,15000000,5745040,-9254960,59.0,92.0,31.0,0
66682,Che fine ha fatto Bernadette?,2019,12,"Comedy, Drama",109,USA,English,20000000,10821453,-9178547,134.0,156.0,51.0,0
66688,Lost River,2014,4,"Drama, Fantasy, Mystery",95,USA,English,2000000,615500,-1384500,204.0,122.0,42.0,0
66790,Liberaci dal male,2014,8,"Horror, Mystery, Thriller",118,USA,"English, Spanish, Latin, Italian",30000000,87937815,57937815,249.0,242.0,40.0,0
66807,Il castello di vetro,2017,12,"Biography, Drama",127,USA,English,9000000,22088533,13088533,162.0,142.0,56.0,0
66811,Cavemen,2013,4,Comedy,88,USA,English,1200000,5948,-1194052,10.0,20.0,19.0,0
66834,Coco,2017,12,"Animation, Adventure, Family",105,USA,"English, Spanish",175000000,807083670,632083670,408.0,1101.0,81.0,1
66854,Joe,2013,10,"Crime, Drama",117,USA,English,4000000,2431443,-1568557,172.0,146.0,74.0,0
66857,The Sacrament,2013,5,"Horror, Thriller",99,USA,English,4000000,9221,-3990779,206.0,100.0,49.0,0
66904,Dark Skies - Oscure presenze,2013,10,"Horror, Sci-Fi, Thriller",97,USA,English,3500000,27858103,24358103,258.0,273.0,50.0,0
66908,Le spie della porta accanto,2016,2,"Action, Comedy",105,USA,"English, Hebrew, Mandarin",40000000,29918745,-10081255,111.0,101.0,34.0,0
66924,Oculus - Il riflesso del male,2013,4,"Horror, Mystery",104,USA,English,5000000,44459951,39459951,362.0,459.0,61.0,0
66935,Cheap Thrills,2013,3,"Comedy, Crime, Drama",88,USA,English,200000,59424,-140576,202.0,69.0,63.0,0
66950,Non dico altro,2013,5,"Comedy, Drama, Romance",93,USA,English,8000000,25288872,17288872,242.0,164.0,78.0,1
67001,Avengers: Age of Ultron,2015,4,"Action, Adventure, Sci-Fi",141,USA,"English, Korean",250000000,1402808753,1152808753,693.0,1306.0,66.0,0
67139,Corpi da reato,2013,10,"Action, Comedy, Crime",117,USA,"English, Spanish, Bulgarian",43000000,229930771,186930771,283.0,437.0,60.0,0
67145,Copperhead,2013,6,Drama,120,USA,English,12000000,171740,-11828260,12.0,23.0,34.0,0
67168,Test,2013,4,Drama,89,USA,"English, Portuguese, French",250000,18823,-231177,42.0,5.0,70.0,0
67236,Wendy,2020,4,"Drama, Fantasy",111,USA,English,6000000,144564,-5855436,52.0,41.0,54.0,0
67299,Benvenuti a ieri,2015,1,"Drama, Mystery, Sci-Fi",106,USA,English,12000000,33213241,21213241,185.0,237.0,47.0,0
67342,Joy,2015,1,"Biography, Drama",124,USA,"English, Spanish, French",60000000,101134059,41134059,349.0,330.0,56.0,0
67361,Snoopy & Friends - Il film dei Peanuts,2015,11,"Animation, Comedy, Family",88,USA,English,99000000,246233113,147233113,242.0,199.0,67.0,0
67363,Non è romantico?,2019,2,"Comedy, Fantasy, Romance",89,USA,English,31000000,48791187,17791187,126.0,415.0,60.0,0
67411,Masterminds - I geni della truffa,2016,11,"Biography, Comedy, Crime",95,USA,"English, Spanish",25000000,29674699,4674699,107.0,117.0,47.0,0
67422,Hateship Loveship,2013,6,"Drama, Romance",104,USA,English,5000000,83008,-4916992,55.0,32.0,59.0,0
67433,The Single Moms Club,2014,3,"Comedy, Drama",111,USA,English,8000000,16365451,8365451,20.0,33.0,31.0,0
67434,Mai così vicini,2014,7,"Comedy, Drama, Romance",94,USA,English,18000000,25419147,7419147,115.0,63.0,38.0,0
67454,Paranormal Activity: Dimensione fantasma,2015,10,"Horror, Mystery, Thriller",88,USA,"English, German, Ukrainian",10000000,78903124,68903124,139.0,130.0,30.0,0
67458,Il segnato,2014,1,"Horror, Mystery, Thriller",84,USA,"English, Spanish",5000000,90894962,85894962,229.0,182.0,42.0,0
67463,The Last Five Years,2014,2,"Comedy, Drama, Musical",94,USA,English,3500000,292092,-3207908,82.0,51.0,60.0,0
67523,Star Wars - Il risveglio della Forza,2015,12,"Action, Adventure, Sci-Fi",138,USA,English,245000000,2068224036,1823224036,909.0,4822.0,80.0,1
67603,Hotel Transylvania 2,2015,10,"Animation, Comedy, Family",89,USA,English,80000000,474800000,394800000,184.0,159.0,44.0,0
67676,Star Wars - Gli ultimi Jedi,2017,12,"Action, Adventure, Fantasy",152,USA,English,317000000,1332540187,1015540187,717.0,6718.0,84.0,1
67677,Star Wars: L'ascesa di Skywalker,2019,12,"Action, Adventure, Fantasy",141,USA,English,275000000,1074144248,799144248,502.0,7553.0,53.0,0
67681,God's Not Dead - Dio non è morto,2014,2,Drama,113,USA,English,2000000,64676349,62676349,57.0,721.0,16.0,0
67690,Giù le mani dalle nostre figlie,2018,5,Comedy,102,USA,English,21000000,94017294,73017294,191.0,355.0,69.0,0
67808,Un milione di modi per morire nel West,2014,5,"Comedy, Western",116,USA,"English, Navajo, Mandarin",40000000,87189756,47189756,302.0,523.0,44.0,0
67832,Duri si diventa,2015,7,"Comedy, Crime",100,USA,English,40000000,111711453,71711453,191.0,169.0,34.0,0
67834,Birdman o (L'imprevedibile virtù dell'ignoranza),2014,2,"Comedy, Drama",119,USA,English,18000000,103215094,85215094,628.0,1390.0,87.0,1
67860,Insospettabili sospetti,2017,5,"Comedy, Crime",96,USA,English,25000000,84918541,59918541,186.0,168.0,50.0,0
67923,Life After Beth - L'amore ad ogni costo,2014,7,"Comedy, Fantasy, Horror",89,USA,English,2400000,274717,-2125283,171.0,74.0,50.0,0
67930,Quel fantastico peggior anno della mia vita,2015,12,"Comedy, Drama",105,USA,English,8000000,9074749,1074749,316.0,225.0,74.0,0
67936,Hell or High Water,2016,11,"Action, Crime, Drama",102,USA,English,12000000,37879877,25879877,320.0,446.0,88.0,1
67938,Whiplash,2014,2,"Drama, Music",106,USA,English,3300000,48983260,45683260,583.0,1213.0,88.0,1
67939,Colpa delle stelle,2014,9,"Drama, Romance",126,USA,English,12000000,307166834,295166834,336.0,692.0,69.0,0
68042,A Madea Christmas,2013,12,"Comedy, Drama, Romance",100,USA,English,25000000,53396635,28396635,26.0,32.0,28.0,0
68154,Ted 2,2015,6,Comedy,115,USA,English,68000000,215863606,147863606,303.0,258.0,48.0,0
68155,Un tuffo nel passato 2,2015,2,"Comedy, Mystery, Sci-Fi",93,USA,English,14000000,13081651,-918349,113.0,112.0,29.0,0
68164,Ben-Hur,2016,9,"Action, Adventure, Drama",123,USA,"English, Persian, Greek, Arabic, Latin",100000000,94061311,-5938689,229.0,265.0,38.0,0
68380,The Boss,2016,6,Comedy,99,USA,English,29000000,78844582,49844582,179.0,157.0,40.0,0
68382,Game Night - Indovina chi muore stasera?,2018,5,"Action, Comedy, Crime",100,USA,English,37000000,117679066,80679066,300.0,589.0,66.0,0
68435,Blackhat,2015,3,"Action, Crime, Thriller",133,USA,"English, Mandarin, Spanish",70000000,19652057,-50347943,290.0,265.0,51.0,0
68470,La risposta è nelle stelle,2015,4,"Drama, Romance",123,USA,English,34000000,62944815,28944815,125.0,152.0,33.0,0
68538,Rosewater,2014,11,"Biography, Drama",103,USA,English,5000000,3171593,-1828407,134.0,42.0,67.0,0
68540,La stirpe del male,2014,5,"Horror, Mystery, Thriller",89,USA,"English, Spanish, Latin",7000000,36921560,29921560,142.0,130.0,34.0,0
68547,The One I Love,2014,8,"Comedy, Drama, Romance",91,USA,English,100000,596933,496933,115.0,99.0,66.0,0
68554,Search Party,2014,5,"Adventure, Comedy",93,USA,"English, Spanish",20000000,118263,-19881737,26.0,31.0,22.0,0
68596,La bella e la bestia,2017,3,"Family, Fantasy, Musical",129,USA,English,160000000,1264064380,1104064380,522.0,1135.0,65.0,0
68649,Top Five,2014,12,"Comedy, Romance",102,USA,English,12000000,26117471,14117471,164.0,101.0,81.0,1
68665,The Interview,2014,12,"Action, Adventure, Comedy",112,USA,"English, Korean",44000000,11782625,-32217375,301.0,929.0,52.0,0
68667,Il drago invisibile,2016,8,"Action, Adventure, Comedy",102,USA,English,65000000,143695338,78695338,242.0,165.0,71.0,0
68705,Atlas Shrugged: Part III,2014,9,"Drama, Mystery, Sci-Fi",99,USA,English,5000000,846704,-4153296,16.0,75.0,9.0,0
68771,Mike & Dave - Un matrimonio da sballo,2016,10,"Comedy, Romance",98,USA,"English, Chinese, Japanese",33000000,77068246,44068246,175.0,161.0,51.0,0
68793,Ghost Movie 2 - Questa volta è guerra,2014,5,"Comedy, Fantasy",86,USA,English,4000000,25358716,21358716,70.0,55.0,17.0,0
68851,Pitch Perfect 2,2015,5,"Comedy, Music",115,USA,"English, German",29000000,287144079,258144079,242.0,226.0,63.0,0
68879,Prendimi!,2018,7,"Action, Comedy",100,USA,"English, Spanish",28000000,78130625,50130625,195.0,478.0,56.0,0
68914,Un poliziotto ancora in prova,2016,5,"Action, Comedy, Crime",102,USA,English,40000000,124608438,84608438,131.0,82.0,32.0,0
68920,Necropolis - La città dei morti,2014,9,"Horror, Mystery, Thriller",93,USA,"English, French, Latin",5000000,41898409,36898409,216.0,357.0,38.0,0
68921,Wish I Was Here,2014,7,"Comedy, Drama",106,USA,English,6000000,5670776,-329224,155.0,111.0,43.0,0
68932,Lo sciacallo - Nightcrawler,2014,11,"Crime, Drama, Thriller",117,USA,English,8500000,47398992,38898992,560.0,782.0,76.0,1
68938,Red Sparrow,2018,3,"Action, Drama, Thriller",140,USA,"English, Russian",69000000,151572634,82572634,348.0,988.0,53.0,0
68964,Black or White,2014,3,Drama,121,USA,English,9000000,21833967,12833967,95.0,65.0,45.0,0
68966,Chef - La ricetta perfetta,2014,7,"Adventure, Comedy, Drama",114,USA,"English, Spanish",11000000,48428048,37428048,327.0,467.0,68.0,0
68986,99 Homes,2014,2,Drama,112,USA,"English, Spanish",8000000,1828232,-6171768,215.0,114.0,76.0,1
69049,The Signal,2014,7,"Drama, Mystery, Sci-Fi",97,USA,English,4000000,2595622,-1404378,172.0,282.0,54.0,0
69088,The Lazarus Effect,2015,5,"Horror, Mystery, Sci-Fi",83,USA,English,3300000,38356892,35056892,166.0,176.0,31.0,0
69093,God's Pocket,2014,8,"Crime, Drama",88,USA,English,1000000,413567,-586433,106.0,73.0,51.0,0
69145,Ruth & Alex - L'amore cerca casa,2014,6,"Comedy, Drama",88,USA,English,6000000,3679847,-2320153,76.0,62.0,55.0,0
69168,Tutti vogliono qualcosa,2016,6,Comedy,117,USA,English,10000000,4644472,-5355528,278.0,162.0,83.0,1
69217,Zootropolis,2016,2,"Animation, Adventure, Comedy",108,USA,English,150000000,1023789075,873789075,480.0,714.0,78.0,1
69238,Greater,2016,8,"Biography, Family, Sport",130,USA,English,9000000,2000620,-6999380,15.0,51.0,35.0,0
69253,Happy Christmas,2014,6,"Comedy, Drama",82,USA,English,70000,30312,-39688,66.0,50.0,70.0,0
69298,Fuga in tacchi a spillo,2015,6,"Action, Comedy, Crime",87,USA,"English, Spanish",35000000,51380201,16380201,175.0,156.0,31.0,0
69332,Alvin Superstar - Nessuno ci può fermare,2015,12,"Animation, Adventure, Comedy",92,USA,"English, Spanish",90000000,234798636,144798636,73.0,70.0,33.0,0
69334,Batman v Superman: Dawn of Justice,2016,3,"Action, Adventure, Sci-Fi",152,USA,English,250000000,873637528,623637528,813.0,3766.0,44.0,0
69346,Tempo limite,2016,4,"Action, Crime, Drama",93,USA,English,16500000,243793,-16256207,24.0,42.0,23.0,0
69348,L'incredibile storia di Winter il delfino 2,2014,9,"Drama, Family",107,USA,English,36000000,57824533,21824533,58.0,38.0,58.0,0
69363,Planes 2 - Missione antincendio,2014,8,"Animation, Adventure, Comedy",83,USA,English,50000000,146965787,96965787,131.0,56.0,48.0,0
69408,Camp X-Ray,2014,10,"Drama, War",117,USA,English,1000000,79624,-920376,100.0,90.0,54.0,0
69493,Mamma che notte!,2014,5,Comedy,98,USA,English,5000000,10536956,5536956,53.0,159.0,25.0,0
69502,Stonewall,2015,5,"Drama, History",129,USA,English,13500000,292669,-13207331,83.0,41.0,30.0,0
69675,Jackass - Nonno cattivo,2013,10,Comedy,92,USA,English,15000000,151826547,136826547,161.0,178.0,54.0,0
69722,Creed - Nato per combattere,2015,1,"Drama, Sport",133,USA,"English, Spanish",35000000,173567581,138567581,500.0,518.0,82.0,1
69846,Crazy & Rich,2018,8,"Comedy, Drama, Romance",120,USA,"English, Mandarin, Cantonese, Hokkien, French, Malay",30000000,238538736,208538736,250.0,1135.0,74.0,0
69872,Road Hard,2015,3,Comedy,98,USA,English,1500000,113169,-1386831,14.0,18.0,50.0,0
69949,Beyond the Lights: Trova la tua voce,2014,11,"Drama, Music, Romance",116,USA,English,7000000,14618727,7618727,71.0,50.0,73.0,0
70017,Unsullied,2014,8,"Action, Horror, Thriller",93,USA,English,1500000,510957,-989043,10.0,7.0,42.0,0
70133,Rock the Kasbah,2015,10,"Comedy, Music, War",106,USA,English,15000000,3394174,-11605826,108.0,61.0,29.0,0
70169,Diario di una teenager,2015,8,"Comedy, Drama, Romance",102,USA,English,2000000,1775133,-224867,178.0,101.0,87.0,1
70195,Honeymoon,2014,9,"Horror, Mystery, Thriller",87,USA,English,1000000,24343,-975657,182.0,140.0,65.0,0
70202,"Men, Women & Children",2014,10,"Comedy, Drama",119,USA,English,16000000,1705908,-14294092,162.0,96.0,38.0,0
70217,Il ragazzo della porta accanto,2015,7,"Horror, Thriller",91,USA,English,4000000,52425855,48425855,272.0,163.0,30.0,0
70306,L'ultima parola - La vera storia di Dalton Trumbo,2015,2,"Biography, Drama",124,USA,English,15000000,11430025,-3569975,305.0,216.0,60.0,0
70340,Son of God,2014,2,"Biography, Drama, History",138,USA,"English, Hebrew",22000000,70829270,48829270,62.0,187.0,37.0,0
70372,Incarnate: Non potrai nasconderti,2016,2,"Horror, Thriller",87,USA,English,5000000,9037058,4037058,75.0,66.0,30.0,0
70426,Risorto,2016,3,"Action, Drama, History",107,USA,English,20000000,46432579,26432579,139.0,198.0,51.0,0
70442,It Follows,2014,7,"Horror, Mystery, Thriller",100,USA,English,1000000,21528593,20528593,431.0,1008.0,83.0,1
70547,Sully,2016,12,"Biography, Drama",96,USA,English,60000000,240797623,180797623,414.0,480.0,74.0,0
70590,Bus 657,2015,11,"Action, Crime, Drama",93,USA,English,8900000,3777046,-5122954,50.0,105.0,37.0,0
70609,Piccole donne,2019,1,"Drama, Romance",135,USA,"English, French",40000000,216601214,176601214,336.0,897.0,91.0,1
70744,Logan - The Wolverine,2017,3,"Action, Drama, Sci-Fi",137,USA,"English, Spanish",97000000,619021436,522021436,644.0,1574.0,77.0,1
70775,Annabelle,2014,10,"Horror, Mystery, Thriller",99,USA,English,6500000,257047661,250547661,303.0,412.0,37.0,0
70928,Tolkien,2019,9,"Biography, Drama, Romance",112,USA,"English, Middle English, Old English, Latin, German",20000000,9090040,-10909960,160.0,228.0,48.0,0
70956,Max,2015,6,"Adventure, Drama, Family",111,USA,English,20000000,43967255,23967255,65.0,95.0,47.0,0
70993,X-Men: Apocalisse,2016,5,"Action, Adventure, Sci-Fi",144,USA,"English, Polish, German, Arabic, Egyptian (Ancient)",178000000,543934105,365934105,488.0,835.0,52.0,0
71003,Jukai - La foresta dei suicidi,2016,9,"Horror, Mystery, Thriller",93,USA,"English, Japanese",10000000,39712000,29712000,223.0,220.0,34.0,0
71078,Botte da prof.,2017,6,Comedy,91,USA,English,22000000,41087017,19087017,122.0,156.0,37.0,0
71110,The Divergent Series: Allegiant,2016,3,"Action, Adventure, Mystery",120,USA,English,110000000,179246868,69246868,215.0,222.0,33.0,0
71134,L'era glaciale - In rotta di collisione,2016,8,"Animation, Adventure, Comedy",94,USA,English,105000000,408579038,303579038,148.0,136.0,34.0,0
71226,Cake,2014,5,Drama,102,USA,"English, Spanish",7000000,2433850,-4566150,169.0,172.0,49.0,0
71263,Il superpoliziotto del supermercato 2,2015,4,"Action, Comedy, Crime",94,USA,English,30000000,107588225,77588225,82.0,169.0,13.0,0
71264,La foresta dei sogni,2015,4,"Drama, Fantasy, Mystery",110,USA,"English, Japanese",25000000,906995,-24093005,99.0,108.0,23.0,0
71309,The Hateful Eight,2015,2,"Crime, Drama, Mystery",168,USA,"English, Spanish, French",44000000,155762510,111762510,696.0,1450.0,68.0,0
71317,L'amore criminale,2017,4,"Drama, Thriller",100,USA,"English, French",12000000,17768012,5768012,100.0,121.0,45.0,0
71346,Cattivissimo me 3,2017,8,"Animation, Adventure, Comedy",89,USA,English,80000000,1034799409,954799409,263.0,224.0,49.0,0
71448,The Walk,2015,10,"Adventure, Biography, Drama",123,USA,"English, French, Czech",35000000,61181942,26181942,371.0,246.0,70.0,0
71476,Captain America: Civil War,2016,5,"Action, Adventure, Sci-Fi",147,USA,"English, German, Xhosa, Russian, Romanian, Hindi",250000000,1153332120,903332120,670.0,1422.0,75.0,1
71498,Thor: Ragnarok,2017,10,"Action, Adventure, Comedy",130,USA,English,180000000,853979142,673979142,520.0,1600.0,74.0,0
71553,Richard Jewell,2019,1,"Biography, Crime, Drama",131,USA,English,45000000,43745542,-1254458,245.0,473.0,68.0,0
71569,Mine 9,2019,5,"Drama, Thriller",83,USA,English,350000,226421,-123579,18.0,43.0,65.0,0
71581,The Disaster Artist,2017,2,"Biography, Comedy, Drama",104,USA,English,10000000,29820616,19820616,385.0,399.0,76.0,1
71583,Oceania,2016,12,"Animation, Adventure, Comedy",107,USA,English,150000000,643347400,493347400,391.0,528.0,81.0,1
71636,Sballati per le feste!,2015,11,"Comedy, Fantasy",101,USA,English,25000000,52395996,27395996,169.0,147.0,58.0,0
71650,Nerve,2016,6,"Adventure, Crime, Drama",96,USA,English,19000000,85251425,66251425,245.0,270.0,58.0,0
71690,Cut Throat City,2020,8,"Action, Crime, Drama",123,USA,English,8000000,507974,-7492026,22.0,6.0,67.0,0
71720,Whiskey Tango Foxtrot,2016,5,"Biography, Comedy, Drama",112,USA,"English, Pushto, Dari, French",35000000,24972139,-10027861,186.0,138.0,57.0,0
71780,The Visit,2015,11,"Horror, Mystery, Thriller",94,USA,English,5000000,98450062,93450062,426.0,619.0,55.0,0
71787,Not Cool,2014,9,"Comedy, Drama, Romance",93,USA,English,800000,36026,-763974,7.0,81.0,1.0,0
71918,Cars 3,2017,9,"Animation, Adventure, Comedy",102,USA,English,175000000,383930656,208930656,276.0,341.0,59.0,0
71919,Gli Incredibili 2,2018,9,"Animation, Action, Adventure",118,USA,English,200000000,1242805359,1042805359,395.0,1074.0,80.0,1
71978,Città di carta,2015,9,"Comedy, Drama, Mystery",109,USA,English,12000000,85512300,73512300,206.0,199.0,56.0,0
71981,Dove eravamo rimasti,2015,9,"Comedy, Drama, Music",101,USA,English,18000000,41325328,23325328,197.0,124.0,54.0,0
72003,La bottega del barbiere 3,2016,4,"Comedy, Drama",111,USA,English,20000000,55030051,35030051,82.0,41.0,67.0,0
72033,I Smile Back,2015,11,Drama,85,USA,English,495000,63373,-431627,52.0,30.0,59.0,0
72354,The Hollars,2016,8,"Comedy, Drama, Romance",88,USA,English,3800000,1138609,-2661391,75.0,49.0,53.0,0
72358,Irrational Man,2015,12,"Comedy, Drama, Romance",95,USA,English,11000000,27391084,16391084,286.0,160.0,53.0,0
72368,Underworld: Blood Wars,2016,4,"Action, Adventure, Fantasy",91,USA,"English, Saami",35000000,81093313,46093313,183.0,218.0,23.0,0
72384,My All-American,2015,11,"Biography, Drama, Sport",118,USA,English,20000000,2246000,-17754000,32.0,37.0,34.0,0
72431,La scomparsa di Eleanor Rigby - Loro,2014,9,"Drama, Romance",123,USA,"English, French",3000000,1448076,-1551924,124.0,34.0,57.0,0
72511,Rogue One: A Star Wars Story,2016,12,"Action, Adventure, Sci-Fi",133,USA,English,200000000,1056057720,856057720,715.0,1781.0,65.0,0
72569,The Equalizer 2: Senza perdono,2018,9,"Action, Crime, Thriller",121,USA,"English, French, Turkish, Hebrew, Arabic, Spanish",62000000,190400157,128400157,234.0,724.0,50.0,0
72571,"Hello, My Name Is Doris",2015,4,"Comedy, Drama, Romance",90,USA,English,1000000,14659448,13659448,112.0,89.0,63.0,0
72613,Solo: A Star Wars Story,2018,5,"Action, Adventure, Sci-Fi",135,USA,English,275000000,392924807,117924807,546.0,2486.0,62.0,0
72679,The Nice Guys,2016,6,"Action, Comedy, Crime",116,USA,"English, German",50000000,62788218,12788218,452.0,456.0,70.0,0
72730,Cop Car,2015,8,"Crime, Thriller",88,USA,English,800000,143658,-656342,175.0,146.0,66.0,0
72771,Tangerine,2015,7,"Comedy, Crime, Drama",88,USA,"English, Armenian",100000,828874,728874,207.0,98.0,86.0,1
72800,Fire Squad - Incubo di fuoco,2017,8,"Action, Biography, Drama",134,USA,English,38000000,26351322,-11648678,176.0,194.0,72.0,0
72817,Le armi del cuore,2015,8,Drama,120,USA,English,3000000,73256266,70256266,42.0,164.0,26.0,0
72893,Dope: Follia e riscatto,2015,6,"Comedy, Crime, Drama",103,USA,"English, Spanish",7000000,17986781,10986781,198.0,117.0,72.0,0
72896,Krampus: Natale non è sempre Natale,2015,12,"Comedy, Drama, Fantasy",98,USA,"English, German",15000000,61548707,46548707,259.0,302.0,49.0,0
72907,The Tiger Hunter,2016,9,Comedy,94,USA,English,1250000,62398,-1187602,13.0,14.0,66.0,0
72932,The Bronze: Sono la numero 1,2015,3,"Comedy, Drama, Sport",100,USA,English,3500000,615816,-2884184,67.0,63.0,44.0,0
72946,The Perfect Guy,2015,9,"Crime, Drama, Horror",100,USA,English,12000000,60273173,48273173,49.0,48.0,36.0,0
72954,Lazer Team,2015,1,"Action, Comedy, Sci-Fi",102,USA,English,2480421,1406538,-1073883,44.0,45.0,42.0,0
72955,Il cardellino,2019,10,Drama,149,USA,"English, Ukrainian, German, French",45000000,9932621,-35067379,137.0,250.0,40.0,0
72985,Baby boss,2017,4,"Animation, Adventure, Comedy",97,USA,"English, Spanish",125000000,527965936,402965936,190.0,232.0,50.0,0
73010,Stronger - Io sono più forte,2017,7,"Biography, Drama",119,USA,English,30000000,8503658,-21496342,176.0,111.0,76.0,1
73072,Guardiani della Galassia Vol. 2,2017,4,"Action, Adventure, Comedy",136,USA,English,200000000,863756051,663756051,583.0,1047.0,67.0,0
73170,Brian Banks,2018,8,"Biography, Drama, Sport",99,USA,English,10000000,4376819,-5623181,44.0,53.0,58.0,0
73185,Lo spazio che ci unisce,2017,6,"Drama, Romance, Sci-Fi",120,USA,English,30000000,16080475,-13919525,151.0,227.0,33.0,0
73251,American Dresser,2018,9,Adventure,97,USA,English,18000000,3895,-17996105,7.0,10.0,24.0,0
73414,Saving Christmas,2014,11,"Comedy, Family",79,USA,English,500000,2783970,2283970,27.0,167.0,18.0,0
73485,Manchester by the Sea,2016,2,Drama,137,USA,English,9000000,78988148,69988148,503.0,806.0,96.0,1
73522,Maze Runner - La fuga,2015,10,"Action, Adventure, Sci-Fi",131,USA,English,61000000,312296056,251296056,278.0,441.0,43.0,0
73541,Paradise Beach: Dentro l'incubo,2016,6,"Drama, Horror, Thriller",86,USA,"English, Spanish",17000000,119100758,102100758,408.0,523.0,59.0,0
73547,Do You Believe?,2015,3,Drama,120,USA,English,2300000,14410698,12110698,13.0,77.0,22.0,0
73582,Green Room,2015,2,"Horror, Music, Thriller",95,USA,English,5000000,3769214,-1230786,426.0,330.0,79.0,1
73615,Darkest Minds,2018,8,"Action, Adventure, Drama",104,USA,English,34000000,41142379,7142379,140.0,475.0,39.0,0
